,name,neighborhood,address,latitude,longitude,stars,review_count,categories
94907,"""Mariscos El Mariachi #2""",Sunrise,"""1725 N Nellis Blvd""",36.1908675,-115.0625934,3.5,3,Restaurants;Mexican
94931,"""Downtown Container Park""",Downtown,"""707 Fremont St""",36.1679797,-115.1379889,4,692,Amusement Parks;Restaurants;Active Life;Shopping Centers;Arts & Entertainment;Shopping;Food
94940,"""Pizza Hut""",Summerlin,"""2233 N. Rampart, #3A""",36.20184,-115.282175,2,32,Restaurants;Pizza
94977,"""Sansei Japanese Cuisine""",Westside,"""4300 Meadows Ln, Ste 10, Meadows Mall""",36.1725319,-115.197258,3,13,Japanese;Food;Restaurants
94992,"""Papa John's Pizza""",Spring Valley,"""4790 S Fort Apache Rd""",36.1020213,-115.2967084,2,49,Pizza;Restaurants
95006,"""Sausagefest Food Truck""",Downtown,"""""",36.1699412,-115.1398296,3.5,48,Food;Restaurants;Food Stands;Street Vendors
95201,"""El Pollo Loco""",,"""4005 S Decatur Blvd""",36.1175205,-115.2084649,2.5,45,Restaurants;Mexican;Fast Food
95205,"""Juke N Java""",Eastside,"""3025 E Sahara Ave""",36.143292,-115.108703,4,4,Restaurants;Cafes
95233,"""Jumbo Super Buffet""",Westside,"""1617 S Decatur Blvd""",36.1526204,-115.207511,2,96,Buffets;Sushi Bars;Restaurants;Chinese
95432,"""Ohjah Japanese Steakhouse""",,"""2051 N Rainbow Blvd, Ste 102""",36.1987541,-115.2427914,4.5,277,Restaurants;Steakhouses;Japanese;Sushi Bars
95435,"""eatwell""",The Strip,"""3595 S Las Vegas Blvd""",36.1150489,-115.1718307,4.5,9,Restaurants;Sandwiches;Fast Food
95502,"""Pasta Cucina""",,"""4111 Boulder Hwy""",36.13322072,-115.0848476,3.5,26,Seafood;American (Traditional);Italian;Steakhouses;Restaurants;Buffets;Mexican
95602,"""Du-Pars Restaurant and Bakery""",Westside,"""9090 Alta Dr""",36.1691108,-115.2913032,2.5,154,Arts & Entertainment;Casinos;Bakeries;American (Traditional);Food;Restaurants;Breakfast & Brunch
95615,"""Pizza Hut""",Westside,"""3001 W. Sahara Ave.""",36.14395704,-115.1824129,2,39,Restaurants;Pizza;Chicken Wings
95689,"""Lazeez""",Westside,"""8560 W Desert Inn Rd, Ste D-3""",36.1300289,-115.2777727,4,223,Mediterranean;Restaurants;Indian;Halal
95718,"""Taco Bell""",Spring Valley,"""7060 S Jones Blvd""",36.0609332,-115.2242758,3,41,Fast Food;Restaurants;Tex-Mex;Mexican
95738,"""Subway""",Southeast,"""6500 Boulder Hwy""",36.08361283,-115.0327397,2.5,8,Restaurants;Fast Food;Sandwiches
95745,"""Panera Bread""",,"""7175 W Lake Mead Blvd""",36.195762,-115.248815,3.5,195,Bagels;Salad;Soup;Bakeries;Food;Sandwiches;Restaurants;Breakfast & Brunch
95783,"""Teriyaki Madness""",Westside,"""2530 South Decatur Blvd, Ste 110""",36.1440925,-115.2069467,4,25,Asian Fusion;Japanese;Restaurants;Hawaiian;Gluten-Free
95838,"""Roberto's Taco Shop""",,"""5111 Boulder Hwy""",36.11287561,-115.0620845,2.5,13,Fast Food;Restaurants;Mexican
95841,"""Firehouse Subs""",Southeast,"""9555 S Eastern Ave, Ste 130""",36.01614534,-115.1194084,4,123,Restaurants;Fast Food;Sandwiches;Delis
95842,"""Subway""",Southeast,"""9175 S Las Vegas Blvd, Ste 100-A""",36.02246,-115.174486,2,18,Sandwiches;Restaurants;Fast Food
95991,"""Macayo Vegas""",Downtown,"""1733 E Charleston Blvd""",36.1592347,-115.1262515,4,4,Caterers;Event Planning & Services;Mexican;Restaurants
96021,"""Carrabba's Italian Grill""",Westside,"""8771 W Charleston Blvd""",36.1584922,-115.2864408,3.5,220,Seafood;Restaurants;Italian
96040,"""McDonald's""",Downtown,"""1195 E Sahara Ave""",36.14354366,-115.1374128,1.5,32,Restaurants;Fast Food;Burgers
96130,"""Fuzzy's Taco Shop""",Spring Valley,"""7020 South Rainbow Blvd""",36.0601819,-115.2420605,3.5,168,Mexican;Salad;Tex-Mex;Restaurants;Sandwiches
96135,"""Pho 90""",Chinatown,"""4355 W Spring Mountain Rd, Ste 101A""",36.12600812,-115.198455,4,186,Vietnamese;Soup;Restaurants
96198,"""The Buffet At TI""",The Strip,"""3300 S Las Vegas Blvd""",36.124829,-115.171991,2.5,712,Buffets;American (Traditional);Restaurants;Asian Fusion;Breakfast & Brunch;Sushi Bars
96236,"""Del Taco""",,"""5955 W Tropicana Ave""",36.0996345,-115.2231986,3,42,Restaurants;Mexican
96237,"""Pita's""",Southeast,"""7501-7699 Haven St""",36.05267754,-115.1685405,3,8,Mediterranean;Specialty Food;Ethnic Food;Restaurants;Imported Food;Food
96248,"""Mad Matty's Bar & Grille""",Westside,"""8100 W Sahara Ave""",36.144462,-115.268061,3.5,33,Bars;Nightlife;American (New);Restaurants
96260,"""Jimmy John's""",Downtown,"""2204 W Charleston Blvd""",36.1590906,-115.1721079,3.5,73,Delis;Restaurants;Food;Sandwiches;Food Delivery Services
96314,"""La Flor De Michoacan Restaurant""",Sunrise,"""6055 E Lake Mead Blvd""",36.1955918,-115.04046,4,44,Food;American (New);Mexican;Ice Cream & Frozen Yogurt;Juice Bars & Smoothies;Restaurants
96321,"""Fat Moe's Pizza & Wings""",,"""6125 W Tropicana Ave, Ste F""",36.0993613,-115.2266356,3.5,76,Pizza;Burgers;Restaurants;Salad
96329,"""Newport Cafe""",Eastside,"""2711 E Sahara Ave""",36.1435205,-115.1138343,4.5,22,Salad;Cheesesteaks;Pizza;Sandwiches;Cafes;Restaurants
96394,"""Ocha Thai Cuisine""",Downtown,"""1201 Las Vegas Blvd S""",36.1566742,-115.1484497,4,312,Chinese;Restaurants;Thai
96490,"""Chili's""",Centennial,"""6505 N Decatur Blvd""",36.2783709,-115.2069617,2.5,202,Tex-Mex;American (Traditional);Restaurants;Nightlife;Bars
96493,"""Tiger Wok & Ramen""",The Strip,"""3570 South Las Vegas Blvd""",36.11818226,-115.175705,2.5,72,Restaurants;Japanese;Ramen;Chinese
96504,"""Nagano Sushi & Grill""",Eastside,"""4161 S Eastern Ave""",36.1131093,-115.1201454,3.5,19,Japanese;Seafood;Restaurants;Sushi Bars
96582,"""Lulu Hawaiian BBQ""",,"""6512 N Decatur Blvd, Ste 110""",36.27859518,-115.2060102,3.5,121,Restaurants;Hawaiian;Barbeque
96628,"""Mt Charleston Lodge Restaurant""",,"""5375 Kyle Canyon Rd""",36.2576388,-115.6447412,3.5,275,Restaurants;Nightlife;Burgers;American (Traditional);Bars;Lounges
96746,"""Sidestreet Pho and Grill""",Westside,"""8560 W Desert Inn Rd, Ste D1""",36.1300289,-115.2777727,4.5,470,Restaurants;American (Traditional);Vietnamese
96806,"""Oscar's Steakhouse""",Downtown,"""Plaza Hotel & Casino, 1 Main St""",36.17183519,-115.1465996,4,403,Cocktail Bars;Restaurants;Nightlife;Bars;Steakhouses
96810,"""Joe's New York Pizza""",Southeast,"""7580 S Las Vegas Blvd""",36.051991,-115.17155,3.5,232,Italian;Salad;Pizza;Restaurants
96975,"""Islandtucky Fried Chicken""",,"""""",36.1697096,-115.1236952,4.5,24,Hawaiian;Food;Poke;Fast Food;Food Trucks;Restaurants
97059,"""Asían Fresh""",Eastside,"""145 E Harmon Ave""",36.1079121,-115.1659357,3,4,Restaurants;Asian Fusion
97079,"""Pho 87""",Chinatown,"""3620 S Jones Blvd""",36.1233694,-115.2246118,3.5,292,Restaurants;Vietnamese
97139,"""Farmer Boys""",Southeast,"""5955 S Eastern Ave""",36.081352,-115.1192262,3.5,152,Mexican;Salad;Restaurants;Breakfast & Brunch;Burgers;Sandwiches;American (Traditional)
97263,"""Prince Restaurant""",,"""6795 W Flamingo Rd, Ste A""",36.1140838,-115.2408921,4,30,Food;Specialty Food;Imported Food;Ukrainian;Ethnic Food;Mediterranean;Restaurants;Burgers;Modern European
97395,"""Denny's""",,"""5045 W Tropicana""",36.10035015,-115.2099404,3,94,Breakfast & Brunch;Food;Coffee & Tea;Restaurants;Diners;American (Traditional)
97467,"""Tacos El Burrito Loco""",Westside,"""2401 S Valley View Blvd""",36.1462942,-115.1904906,3.5,23,Mexican;Restaurants
97501,"""Makers & Finders Coffee""",Downtown,"""1120 S Main St, Ste 110""",36.157897,-115.153959,4.5,723,Food;Coffee & Tea;Restaurants;Breakfast & Brunch;Cafes;Latin American
97554,"""Taco Bell""",,"""4870 W Flamingo""",36.11572591,-115.2071791,4,39,Fast Food;Restaurants;Tex-Mex;Mexican
97565,"""W Mart""",Eastside,"""953 E Sahara Ave, Ste A-7""",36.14095357,-115.1420074,4,17,Restaurants;Food;Korean;Grocery;Fast Food
97601,"""Salcianu Bistro""",Eastside,"""2110 E Flamingo Rd""",36.115653,-115.123149,4.5,3,American (Traditional);Restaurants
97614,"""Wingstop""",Westside,"""903 South Rainbow Blvd""",36.1614625,-115.2442679,3.5,51,Chicken Wings;Restaurants
97641,"""Hong Kong Garden Seafood & Dim Sum Cafe""",Chinatown,"""5300 Spring Mountain Rd""",36.126605,-115.213535,3.5,193,Seafood;Chinese;Cantonese;Dim Sum;Restaurants
97669,"""Cañonita""",The Strip,"""3377 S Las Vegas Blvd""",36.121876,-115.168764,4,649,Mexican;Restaurants;Tex-Mex;Tacos
97672,"""Stephano's Greek & Mediterranean Grill""",Spring Valley,"""6115 S Fort Apache Rd""",36.0771893,-115.2985719,4,205,Middle Eastern;Greek;Restaurants;Mediterranean;Lebanese
97743,"""Port of Subs""",Westside,"""949 S Rainbow Blvd""",36.1606729,-115.2439171,3,36,Delis;Restaurants;Sandwiches
97789,"""Firehouse Subs""",South Summerlin,"""9921 W Charleston Blvd, Ste 4""",36.15793228,-115.3133496,4,87,Sandwiches;Restaurants;Fast Food;Delis
97792,"""The Habit Burger Grill""",Eastside,"""365 Hughes Ctr Dr""",36.1149584,-115.1555933,4.5,231,Restaurants;Burgers
97844,"""Grand Lux Cafe""",The Strip,"""3327 Las Vegas Blvd S, Ste 1580""",36.12186027,-115.1689449,4,1090,Barbeque;Seafood;Restaurants;Desserts;American (New);Food;American (Traditional)
97850,"""Fatburger""",Spring Valley,"""4199 S Fort Apache""",36.11343746,-115.2974709,2.5,114,Fast Food;American (Traditional);Restaurants;Burgers
97897,"""Jimmy John's""",University,"""4800 S Maryland Pkwy""",36.10271399,-115.1361602,4,105,Food Delivery Services;Sandwiches;Restaurants;Delis;Food
97944,"""Mon Ami Gabi""",The Strip,"""3655 Las Vegas Blvd S""",36.11282706,-115.1725815,4,7361,French;Steakhouses;Restaurants;Breakfast & Brunch
98073,"""El Pollo Loco""",Sunrise,"""4011 E Charleston Blvd""",36.158506,-115.0875068,4,12,Mexican;Restaurants;Fast Food
98161,"""Putter's Bar & Grill""",Northwest,"""7790 W Cheyenne Ave""",36.2188349,-115.2645919,3,33,Bars;Restaurants;American (Traditional);Nightlife
98165,"""Chicago Food House""",Southeast,""", S Las Vegas Blvd""",36.0469032,-115.1722269,1.5,5,Fast Food;Restaurants
98273,"""IKEA""",Spring Valley,"""6500 Ikea Way""",36.0689265,-115.280825,3.5,303,Scandinavian;Furniture Stores;Shopping;Kitchen & Bath;Restaurants;Baby Gear & Furniture;Home & Garden;Home Decor
98274,"""Bruno's Taco Bar""",Spring Valley,"""6415 S Fort Apache Rd, Ste 105""",36.0715893,-115.2984465,5,6,Restaurants;Food;Mexican;Tacos
98290,"""Einstein Bros""",Northwest,"""8300 W Cheyenne Ave""",36.2188421,-115.2746347,2.5,57,Restaurants;Delis
98352,"""Leticia's Mexican Cocina At Tivoli Village""",Westside,"""430 S Rampart Blvd, Ste 110""",36.1667009,-115.2870029,3.5,47,Bars;Desserts;Restaurants;Food;Mexican;Nightlife
98355,"""KFC""",Centennial,"""5930 Centennial Center Blvd""",36.2707001,-115.263,1.5,57,Chicken Wings;Restaurants;Fast Food
98363,"""Roberto's Taco Shop""",,"""1380 W Cheyenne Ave, Ste 103""",36.21812527,-115.160184,3.5,52,Tacos;Restaurants;Mexican;Fast Food
98384,"""Sammy's LA Pastrami & Burgers""",Eastside,"""2191 E Tropicana Ave""",36.1000026,-115.1222548,3,407,Restaurants;Burgers;Fast Food;Sandwiches
98461,"""Lokuras""",Chinatown,"""3685 S Decatur Blvd, Ste 19""",36.12272717,-115.208723,4.5,44,Desserts;Restaurants;Food;Mexican;Shaved Ice;Ice Cream & Frozen Yogurt
98513,"""Urban Crawfish Station""",Chinatown,"""4821 Spring Mountain Rd, Ste C""",36.12490385,-115.2072476,4.5,375,Cajun/Creole;Vietnamese;American (Traditional);Restaurants;Seafood
98526,"""Campus Commons Food Court""",Westside,"""6475 West Charleston Blvd""",36.1587068,-115.2367353,3,8,Restaurants;Fast Food
98612,"""Giuseppe's Bar & Grille""",Spring Valley,"""6065 S Durango Dr""",36.078642,-115.279971,3.5,195,American (Traditional);Screen Printing;Nightlife;Italian;Bars;Local Services;Printing Services;Sports Bars;Restaurants
98630,"""Marco's Pizza""",Southeast,"""9635 South Bermuda Rd, Ste 140""",36.014137,-115.15498,4,7,Pizza;Restaurants
98694,"""Salvadoreno Restaurant""",,"""720 N Main St""",36.1795621,-115.1407139,4,46,Latin American;Soup;Breakfast & Brunch;Restaurants
98733,"""Jack In the Box""",Eastside,"""2550 S Maryland Pkwy""",36.1427916,-115.1364955,2.5,6,Restaurants
98856,"""Subway""",Westside,"""740 S Decatur Blvd""",36.1634312,-115.2072287,1.5,3,Fast Food;Restaurants;Sandwiches
98862,"""Subway""",Southeast,"""8164 South Las Vegas Blvd""",36.0412797,-115.1716537,3.5,20,Fast Food;Sandwiches;Restaurants
98886,"""China House""",,"""4321 W Flamingo Rd""",36.11455428,-115.1942572,3,20,Chinese;Restaurants
98942,"""Chipotle Mexican Grill""",The Strip,"""3200 Las Vegas Blvd S""",36.127275,-115.173131,3,82,Restaurants;Mexican;Fast Food
99090,"""Table 34""",Southeast,"""600 E Warm Springs Rd, Ste 180""",36.0574506,-115.1494487,4,227,American (New);Restaurants
99183,"""El Cochinito Contento""",Eastside,"""3425 E Flamingo Rd""",36.11469685,-115.1003191,5,4,Restaurants;Mexican
99230,"""Tina's Filipino Cuisine""",Southwest,"""7720 S Jones Blvd, Ste 105""",36.04888424,-115.2244692,4,204,Restaurants;Filipino
99248,"""Karved""",Eastside,"""3957 S Maryland Pkwy""",36.117091,-115.138401,5,17,American (New);Restaurants
99254,"""Taco Bell""",Eastside,"""2565 E Tropicana Ave""",36.100077,-115.116422,2.5,23,Mexican;Tex-Mex;Fast Food;Restaurants
99272,"""Wingstop""",Sunrise,"""400 N Nellis Blvd""",36.166906,-115.061712,3.5,80,Fast Food;Chicken Wings;Restaurants
99291,"""Subway""",Summerlin,"""10217 W Charleston Blvd""",36.15882363,-115.3172266,4,26,Fast Food;Soup;Restaurants;Sandwiches
99303,"""Little Caesar's""",Spring Valley,"""3545 S Fort Apache Rd, Unit  115""",36.12512,-115.297975,3,47,Fast Food;Pizza;Restaurants
99341,"""Drugstore Cafe""",The Strip,"""3131 Las Vegas Blvd S""",36.1265953,-115.1653651,3.5,159,Coffee & Tea;Cafes;Food;Desserts;Delis;Sandwiches;Restaurants
99348,"""China One""",Summerlin,"""2239 N Rampart Blvd""",36.2006899,-115.281657,3.5,32,Restaurants;Chinese
99374,"""Ohjah Japanese Steakhouse Sushi & Hibachi""",Southwest,"""8595 S Decatur Blvd, Ste 104""",36.03340548,-115.208426,4,456,Sushi Bars;Restaurants;Steakhouses;Japanese
99380,"""NM Café""",The Strip,"""3200 Las Vegas Blvd""",36.1272241,-115.1715512,4,45,Restaurants;American (New);Cafes
99384,"""Pho Kitchen""",Chinatown,"""3650 S Decatur Blvd, Ste 24""",36.1235575,-115.2075378,4,20,Restaurants;Vietnamese
99400,"""SUSHISAMBA - Las Vegas""",The Strip,"""3327 Las Vegas Blvd S""",36.1245819,-115.1675529,4,2101,Restaurants;Nightlife;Asian Fusion;Chinese;Bars;Breakfast & Brunch;Dim Sum
99454,"""Courtyard Grill & Buffet""",Downtown,"""301 Fremont St""",36.15786743,-115.1148529,2.5,4,Restaurants;American (New)
99490,"""Panda Express""",Sunrise,"""1300 S Lamb Blvd, Ste 100""",36.15766814,-115.0798114,3,15,Chinese;Restaurants;Fast Food
99531,"""Subway""",,"""4551 W Flamingo Rd""",36.11512921,-115.2031005,3,7,Fast Food;Restaurants;Sandwiches
99544,"""Potato Corner""",Southeast,"""6605 Las Vegas Blvd""",36.06772618,-115.1774319,3,41,Restaurants;Specialty Food;Chicken Wings;Fast Food;Food
99633,"""Vitality Bowls""",Southwest,"""4870 Blue Diamond Rd, Ste 150""",36.0335909,-115.2074708,4,70,Health Markets;Restaurants;Juice Bars & Smoothies;Acai Bowls;Food;Specialty Food;Bangladeshi;Coffee & Tea;Cafes
99671,"""Thai Pepper""",The Strip,"""2226 Paradise Rd""",36.14453875,-115.1551743,4,385,Restaurants;Vegetarian;Asian Fusion;Thai
99796,"""Cafe Rio""",Centennial,"""6575 N Decatur Blvd""",36.2794672,-115.2080128,2.5,204,Mexican;Restaurants
99798,"""Jason's Deli""",Westside,"""1000 S Rampart Blvd""",36.160698,-115.289993,3.5,135,Delis;Food;Desserts;Restaurants;Sandwiches;Salad
99813,"""Jack In the Box""",,"""4385 Las Vegas Blvd N""",36.2398901,-115.0562667,1.5,9,Fast Food;Restaurants
99822,"""Voga""",The Strip,"""3555 Las Vegas Blvd S""",36.1163474,-115.1723373,3,6,Restaurants;American (Traditional)
99897,"""Palazzo Restaurant At Tuscany Hotel & Casino""",Eastside,"""255 E Flamingo Rd""",36.1133965,-115.1600873,4.5,4,Italian;Restaurants
99959,"""Subway""",,"""602 N Rainbow Blvd""",36.17917864,-115.2419784,2,4,Sandwiches;Restaurants;Fast Food
99960,"""Gold Spike""",Downtown,"""217 Las Vegas Blvd N""",36.1713078,-115.1402675,4,585,Bars;Nightlife;Restaurants;Cafes;Dance Clubs;Lounges
100128,"""Desi Burrito""",Eastside,"""670 E Flamingo Rd""",36.1150593,-115.1487308,4,99,Restaurants;Bars;Nightlife;Drive-Thru Bars;Fast Food;Indian
100147,"""China Hot Wok""",Northwest,"""7121 W Craig Rd, Ste 112""",36.23926276,-115.2492713,4,204,Chinese;Ethnic Food;Noodles;Specialty Food;Restaurants;Food;Seafood
100239,"""Charleys Philly Steaks""",Westside,"""4300 Meadows Ln""",36.172532,-115.1972579,3,29,Barbeque;Restaurants;Fast Food
100272,"""Tacos El Gordo""",The Strip,"""3049 S Las Vegas Blvd""",36.13159421,-115.1647668,4,2448,Mexican;Tacos;Restaurants
100323,"""Little Caesars Pizza""",Downtown,"""1758 E Charleston Blvd""",36.1583654,-115.1260071,2.5,15,Restaurants;Pizza
100420,"""Firehouse Subs""",Sunrise,"""2208 S Nellis Blvd, Ste 7""",36.14702322,-115.064922,4,46,Restaurants;Sandwiches;Fast Food;Salad;Delis
100429,"""Del Taco""",,"""2450 N Rancho Dr""",36.2036872,-115.1992573,2,13,Mexican;Restaurants
100459,"""Cadillac Mexican Kitchen & Tequila Bar""",Downtown,"""129 E Fremont St""",36.17025093,-115.1447158,3.5,107,Nightlife;Bars;Steakhouses;American (Traditional);Restaurants;Mexican;Seafood;Sports Bars
100537,"""Pho at The Coffee Shop""",The Strip,"""3300 S Las Vegas Blvd""",36.12472674,-115.1717649,2.5,115,Restaurants;Vietnamese
100665,"""Roberto's Taco Shop""",Spring Valley,"""4845 S Fort Apache""",36.1017836,-115.297884,3.5,133,Fast Food;Restaurants;Mexican
100730,"""Burger King""",Southeast,"""McCarran International Airport""",36.08597986,-115.1387913,2,46,Fast Food;Restaurants;Burgers;Food
100731,"""New American Sandwich Co""",Southeast,"""955 Grier Dr, St D2""",36.0680298,-115.1420107,3.5,42,Sandwiches;American (Traditional);American (New);Restaurants
100840,"""Bonefish Grill""",Southeast,"""6527 S Las Vegas Blvd""",36.07004322,-115.1746755,3.5,470,Bars;Restaurants;Cocktail Bars;American (New);Nightlife;Seafood
100992,"""ENVY The Steakhouse""",Eastside,"""3400 Paradise Rd""",36.12740671,-115.1544676,4,452,Breakfast & Brunch;Steakhouses;Restaurants
101001,"""Pie Me Over""",Spring Valley,"""6070 S Rainbow Blvd, Ste 7""",36.078686,-115.241801,5,105,Do-It-Yourself Food;Restaurants;Food;Desserts;American (Traditional);Bakeries
101025,"""World of Feng Shui""",Chinatown,"""4011 Spring Mountain Rd""",36.1264356,-115.1933381,5,4,Professional Services;Home & Garden;Feng Shui;Home Decor;Restaurants;Shopping
101087,"""Rx Boiler Room""",The Strip,"""3930 Las Vegas Blvd""",36.09358491,-115.1758973,4,401,American (Traditional);Cocktail Bars;Nightlife;Bars;Restaurants;American (New)
101136,"""Romano's Macaroni Grill""",,"""2400 W Sahara Ave""",36.144605,-115.174916,3,125,Restaurants;Wine Bars;Italian;Nightlife;Bars
101249,"""Teriyaki House""",Spring Valley,"""6181 S Rainbow Blvd""",36.0765456,-115.2432137,4.5,124,Japanese;Restaurants
101282,"""KFC""",Chinatown,"""5940 Spring Mountain Rd""",36.1257,-115.223,2,24,Fast Food;Restaurants;Chicken Wings;Burgers
101412,"""KFC""",Northwest,"""8590 W Cheyenne Ave""",36.2188,-115.281,1.5,24,Fast Food;Restaurants;Chicken Wings
101439,"""The Habit Burger Grill""",Southwest,"""4830 Blue Diamond Rd, Ste 130""",36.0334485,-115.2070141,4,201,Salad;Burgers;Food Trucks;Sandwiches;Restaurants;Food
101452,"""Kuben""",Spring Valley,"""5025 S Fort Apache Rd, Ste 105""",36.0979679,-115.2977961,4.5,62,Restaurants;Breakfast & Brunch;Japanese;Asian Fusion
101493,"""360 Gourmet Burrito""",Southeast,"""5757 Wayne Newton Blvd""",36.0828537,-115.1512027,1.5,139,Mexican;Restaurants
101498,"""Popeyes Louisiana Kitchen""",,"""2421 W Bonanza Rd""",36.1769889,-115.1744417,2,29,Restaurants;Fast Food;Chicken Wings
101515,"""Sushi Way""",Eastside,"""3900 Paradise Rd, Ste B""",36.118841,-115.154483,4.5,592,Salad;Asian Fusion;Restaurants;Japanese;Sushi Bars
101610,"""The Paiza Club""",The Strip,"""3355 Las Vegas Blvd S""",36.1220839,-115.1680316,5,17,Casinos;Asian Fusion;Restaurants;Arts & Entertainment
101614,"""Taco Bell""",Spring Valley,"""3595 S Durango Dr""",36.12449245,-115.2793863,2.5,21,Restaurants;Fast Food;Tex-Mex;Mexican
101668,"""The Cheesecake Factory""",The Strip,"""3500 S Las Vegas Blvd""",36.1173432,-115.1763623,4,584,American (Traditional);Seafood;Desserts;Restaurants;Food;American (New)
101684,"""Hooters""",Spring Valley,"""7155 S Rainbow Blvd""",36.05792432,-115.243338,2.5,290,Nightlife;American (Traditional);Chicken Wings;Sports Bars;Bars;Restaurants
101748,"""McDonald's""",Westside,"""4774 Alta Dr""",36.166808,-115.2055022,1.5,34,Fast Food;Restaurants;Burgers
101810,"""Simply Pure by Chef Stacey Dougan""",Downtown,"""707 Fremont St, Ste 1310""",36.1679035,-115.138142,4.5,316,Restaurants;Vegan;Vegetarian
101827,"""Jersey Mike's Subs""",Eastside,"""3900 Paradise Rd""",36.118872,-115.154307,3.5,80,Sandwiches;Fast Food;Delis;Restaurants
101844,"""50's Diner Omelet House""",Eastside,"""3050 E Desert Inn Rd, Ste 140""",36.12999399,-115.1075549,4,277,Diners;Breakfast & Brunch;Restaurants;Comfort Food;Burgers;American (Traditional)
101865,"""Cafe325""",Eastside,"""325 Convention Center Dr""",36.1318552,-115.1572527,3.5,20,Cafes;American (New);Restaurants
101929,"""Grimaldi's Pizzeria""",Westside,"""750 S Rampart Blvd, Ste 7""",36.16409898,-115.2897277,4,459,Restaurants;Pizza
101952,"""Fresh Sub""",,"""6174 W Flamingo Rd""",36.1145754,-115.2266512,5,55,Sandwiches;Juice Bars & Smoothies;Desserts;Food;Restaurants;Ice Cream & Frozen Yogurt
101958,"""Sinaloa Tacos""",,"""2027 N Decatur Blvd""",36.19587,-115.206444,4.5,29,Restaurants;Street Vendors;Food Trucks;Food;Mexican
102033,"""Nathan's Famous""",Southeast,"""5757 Wayne Newton Blvd""",36.08193224,-115.1476658,2,30,Burgers;Chicken Wings;Restaurants;Hot Dogs
102075,"""Steiner's""",Northwest,"""8410 W Cheyenne Ave""",36.2190477,-115.2769118,3.5,108,American (Traditional);Bars;Pubs;Restaurants;Nightlife
102169,"""Pizza Hut""",Southwest,"""7645 S. Rainbow Blvd.""",36.04948013,-115.2437654,2.5,65,Italian;Pizza;Chicken Wings;Restaurants
102216,"""Teppan Bento""",Southeast,"""467 E Silverado Ranch, Unit 125""",36.0125177,-115.1526505,4.5,299,Restaurants;Japanese;Teppanyaki;Asian Fusion
102274,"""McDonald's""",Westside,"""4411 W Sahara Ave""",36.1439723,-115.2003406,2,45,Restaurants;Burgers;Fast Food
102353,"""7 Sinful Subs""",University,"""4632 S Maryland Pkwy""",36.1049744,-115.1359993,4.5,85,Restaurants;Sandwiches
102364,"""Taco San Francisco""",Sunrise,"""3965 Charleston Blvd""",36.15841149,-115.0892426,5,14,Food Trucks;Mexican;Food;Restaurants
102471,"""Osaka Japanese Bistro""",Westside,"""4205 W Sahara Ave""",36.143962,-115.196995,4,383,Restaurants;Sushi Bars;Japanese
102496,"""Egg Works""",Spring Valley,"""9355 W Flamingo Rd""",36.11451716,-115.2955864,4.5,604,American (Traditional);Brasseries;Restaurants;Breakfast & Brunch
102574,"""Super B Burrito""",Southeast,"""8899 S Eastern Ave""",36.0280676,-115.1189137,3.5,142,Mexican;Restaurants
102630,"""IHOP""",Northwest,"""6870 W Cheyenne Ave""",36.219429,-115.2449501,3.5,44,American (Traditional);Restaurants;American (New);Breakfast & Brunch
102715,"""The Venetian - Food Court""",The Strip,"""3355 Las Vegas Blvd""",36.1229174,-115.1685253,3,11,Food Court;Restaurants;Food
102764,"""Sourdough Cafe""",,"""4575 Boulder Hwy""",36.12489145,-115.0759213,3,37,Restaurants;Sandwiches;American (Traditional)
102781,"""BabyStacks Cafe""",Summerlin,"""2400 N Buffalo Dr, Ste 145""",36.20414506,-115.2602309,4,1111,Restaurants;American (Traditional);Breakfast & Brunch
102796,"""Sushi Twister""",Eastside,"""5566 Boulder Hwy""",36.100622,-115.052917,4,457,Sushi Bars;Japanese;Restaurants
102879,"""Subway""",University,"""4505 S Maryland Pkwy""",36.106732,-115.1436243,2.5,6,Restaurants;Sandwiches;Fast Food
102923,"""McDonald's""",Sunrise,"""4400 E Charleston Blvd""",36.1594395,-115.0797505,1.5,20,Burgers;Restaurants;Fast Food
102978,"""Burger King""",,"""3620 W Tropicana Ave""",36.10132781,-115.1881518,2,17,Restaurants;Food;Burgers;American (Traditional)
103033,"""Nothing Bundt Cakes""",Southeast,"""9711 S Eastern Ave, Ste H10""",36.0125832,-115.1197722,4.5,242,Bakeries;Desserts;Food;Restaurants;Cupcakes
103065,"""Blue Agave Cantina""",,"""2400 N Rancho Dr""",36.2015702,-115.1951924,3.5,5,Restaurants;Mexican;Nightlife;Bars
103076,"""Lasalsa Cantina Mexican Fare""",The Strip,"""3500 Las Vegas Blvd S""",36.1183949,-115.1729418,3.5,15,Mexican;Restaurants
103111,"""Viva Mercado's Mexican Bar & Grill""",Westside,"""9440 W Sahara Ave, Ste 165""",36.1455404,-115.3007591,4,490,Bars;Soup;Nightlife;Mexican;Restaurants;Salad
103160,"""Hachi""",Chinatown,"""3410 S Jones Blvd""",36.127713,-115.224648,4.5,201,Tapas/Small Plates;Restaurants;Japanese
103215,"""Pupusas La Familiar Restaurant""",Eastside,"""4524 E Tropicana Ave""",36.10083565,-115.0750627,3,34,Mexican;Restaurants;Burgers;Latin American;Breakfast & Brunch;Food;Salvadoran
